primaryTitle,titleType,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
Frankie and Johnny,movie,1991,NA,118,"Comedy,Drama,Romance",6.8,28466
Lord Snow,tvEpisode,2011,NA,58,"Action,Adventure,Drama",8.7,28464
Hatchet,movie,2006,NA,93,"Comedy,Horror,Thriller",5.7,28451
The Art of War,movie,2000,NA,117,"Action,Adventure,Crime",5.7,28431
Ek Tha Tiger,movie,2012,NA,132,"Action,Romance,Thriller",5.5,28409
"Blood In, Blood Out",movie,1993,NA,180,"Crime,Drama",8,28404
Nixon,movie,1995,NA,192,"Biography,Drama,History",7.1,28394
The Double,movie,2011,NA,98,"Action,Crime,Drama",5.9,28355
The Football Factory,movie,2004,NA,91,"Crime,Drama,Sport",6.8,28342
Life on Mars,tvSeries,2006,2007,60,"Crime,Drama,Mystery",8.3,28331
Tequila Sunrise,movie,1988,NA,115,"Crime,Drama,Romance",6.1,28322
You Win or You Die,tvEpisode,2011,NA,58,"Action,Adventure,Drama",9.2,28313
Sorority Row,movie,2009,NA,101,"Horror,Mystery",5.1,28298
Dev.D,movie,2009,NA,144,"Drama,Romance",8,28294
Unlocked,movie,2017,NA,98,"Action,Drama,Mystery",6.3,28267
Piku,movie,2015,NA,123,"Comedy,Drama",7.6,28267
Death Note,movie,2006,NA,126,"Crime,Drama,Fantasy",7.7,28262
Village of the Damned,movie,1995,NA,98,"Horror,Sci-Fi,Thriller",5.7,28259
Lost Girl,tvSeries,2010,2016,44,"Drama,Fantasy,Mystery",7.7,28256
Longmire,tvSeries,2012,2017,60,"Action,Crime,Drama",8.3,28228
Howards End,movie,1992,NA,142,"Drama,Romance",7.4,28216
Antitrust,movie,2001,NA,108,"Action,Crime,Drama",6.1,28213
One Night at McCool's,movie,2001,NA,93,"Comedy,Crime",6.1,28212
Above the Law,movie,1988,NA,99,"Action,Crime,Drama",6,28195
Body Double,movie,1984,NA,114,"Crime,Drama,Mystery",6.8,28185
Mermaids,movie,1990,NA,110,"Comedy,Drama,Romance",6.7,28171
Powder,movie,1995,NA,111,"Drama,Fantasy,Mystery",6.6,28167
The Mindy Project,tvSeries,2012,2017,30,Comedy,7.4,28167
The Big Hit,movie,1998,NA,91,"Action,Comedy,Crime",6.1,28144
Dharma & Greg,tvSeries,1997,2002,30,"Comedy,Romance",6.3,28126
The Wolf and the Lion,tvEpisode,2011,NA,55,"Action,Adventure,Drama",9.1,28114
Murder at 1600,movie,1997,NA,107,"Action,Crime,Drama",6.1,28103
The Circus,movie,1928,NA,72,"Comedy,Romance",8.1,28076
Last Holiday,movie,2006,NA,112,"Comedy,Romance",6.5,28060
Helix,tvSeries,2014,2015,40,"Drama,Horror,Mystery",6.8,28059
Mesrine Part 2: Public Enemy #1,movie,2008,NA,133,"Action,Biography,Crime",7.5,28058
Club Dread,movie,2004,NA,104,"Comedy,Horror,Mystery",5.7,28052
Problem Child,movie,1990,NA,81,"Comedy,Family",5.5,28050
"To Wong Foo Thanks for Everything, Julie Newmar",movie,1995,NA,109,"Comedy,Drama",6.6,28040
La Bamba,movie,1987,NA,108,"Biography,Drama,Music",6.9,28021
The 15:17 to Paris,movie,2018,NA,94,"Biography,Drama,Thriller",5.2,28021
Pushing Tin,movie,1999,NA,124,"Comedy,Drama,Romance",6,28020
The Barbarian Invasions,movie,2003,NA,99,"Comedy,Crime,Drama",7.6,28003
Everybody Knows,movie,2018,NA,133,"Crime,Drama,Mystery",6.9,27989
My Boss's Daughter,movie,2003,NA,86,"Comedy,Romance",4.7,27981
The Perfect Man,movie,2005,NA,100,"Comedy,Family,Romance",5.5,27978
In the Fade,movie,2017,NA,106,"Crime,Drama,Thriller",7.1,27915
Hours,movie,2013,NA,97,"Drama,Thriller",6.4,27887
Live Flesh,movie,1997,NA,103,Drama,7.4,27880
Fido,movie,2006,NA,93,"Comedy,Drama,Horror",6.7,27880
F Is for Family,tvSeries,2015,NA,30,"Animation,Comedy,Drama",8,27874
Hardball,movie,2001,NA,106,"Drama,Sport",6.4,27865
My Big Fat Greek Wedding 2,movie,2016,NA,94,"Comedy,Romance",6,27856
Pulse,movie,2006,NA,90,"Horror,Sci-Fi",4.8,27854
Henry V,movie,1989,NA,137,"Action,Biography,Drama",7.5,27846
A Golden Crown,tvEpisode,2011,NA,53,"Action,Adventure,Drama",9.2,27822
Dracula,tvSeries,2013,2014,43,"Drama,Horror,Romance",7.4,27819
How I Live Now,movie,2013,NA,101,"Romance,Sci-Fi,Thriller",6.5,27816
Blown Away,movie,1994,NA,121,"Action,Crime,Drama",6.3,27801
Kyle XY,tvSeries,2006,2009,60,"Drama,Mystery,Romance",7.5,27779
Creep,movie,2004,NA,85,"Horror,Mystery,Thriller",5.6,27770
A Study in Pink,tvEpisode,2010,NA,88,"Crime,Drama,Mystery",9.1,27770
Police Academy 6: City Under Siege,movie,1989,NA,84,"Comedy,Crime",4.5,27749
1492: Conquest of Paradise,movie,1992,NA,154,"Adventure,Biography,Drama",6.5,27747
Z for Zachariah,movie,2015,NA,98,"Drama,Sci-Fi,Thriller",6,27727
The Eye,movie,2002,NA,99,"Drama,Horror,Mystery",6.7,27715
You Can Count on Me,movie,2000,NA,111,Drama,7.5,27712
Pinky and the Brain,tvSeries,1995,1998,30,"Animation,Comedy,Family",7.8,27659
Wake Up Sid,movie,2009,NA,138,"Comedy,Drama,Romance",7.6,27657
Open Grave,movie,2013,NA,102,"Horror,Mystery,Thriller",6.2,27651
The Greatest Game Ever Played,movie,2005,NA,120,"Biography,Drama,Sport",7.4,27640
Cobain: Montage of Heck,movie,2015,NA,145,"Animation,Biography,Documentary",7.5,27629
Lone Star,movie,1996,NA,135,"Drama,Mystery",7.4,27620
Weekend,movie,2011,NA,97,"Drama,Romance",7.6,27598
The Tailor of Panama,movie,2001,NA,109,"Comedy,Drama,Thriller",6.1,27594
Miss Potter,movie,2006,NA,88,"Biography,Drama",6.9,27572
Hero,tvEpisode,2019,NA,24,"Action,Adventure,Animation",9.9,27572
Jason Goes to Hell: The Final Friday,movie,1993,NA,87,"Fantasy,Horror,Thriller",4.2,27564
Virtuosity,movie,1995,NA,106,"Action,Crime,Sci-Fi",5.6,27556
Nanny McPhee Returns,movie,2010,NA,109,"Comedy,Family,Fantasy",6.1,27554
Another Year,movie,2010,NA,129,"Comedy,Drama",7.3,27539
Always,movie,1989,NA,122,"Drama,Fantasy,Romance",6.4,27536
Thinner,movie,1996,NA,93,"Fantasy,Horror",5.8,27534
Universal Soldier: The Return,movie,1999,NA,83,"Action,Sci-Fi",4.2,27532
Back to School,movie,1986,NA,96,"Comedy,Romance,Sport",6.7,27519
Tsotsi,movie,2005,NA,94,"Crime,Drama",7.2,27519
Death on the Nile,movie,1978,NA,140,"Crime,Drama,Mystery",7.3,27518
Damages,tvSeries,2007,2012,60,"Crime,Drama,Mystery",8.1,27507
A Little Bit of Heaven,movie,2011,NA,107,"Comedy,Drama,Fantasy",6.3,27502
The Conspirator,movie,2010,NA,122,"Crime,Drama,History",6.9,27494
Babylon 5,tvSeries,1993,1998,45,"Action,Adventure,Drama",8.3,27485
Rogue,movie,2007,NA,99,"Action,Adventure,Drama",6.2,27484
Lord of the Flies,movie,1990,NA,90,"Adventure,Drama,Thriller",6.4,27467
Things We Lost in the Fire,movie,2007,NA,118,Drama,7.2,27455
All That Jazz,movie,1979,NA,123,"Drama,Music,Musical",7.9,27446
The Bicameral Mind,tvEpisode,2016,NA,90,"Drama,Mystery,Sci-Fi",9.7,27442
The Pink Panther Strikes Again,movie,1976,NA,103,"Comedy,Crime",7.2,27439
Berserk,tvSeries,1997,1998,23,"Action,Adventure,Animation",8.6,27438
The Man Without a Face,movie,1993,NA,115,Drama,6.7,27412
Alphas,tvSeries,2011,2012,44,"Action,Drama,Sci-Fi",7.2,27402
Fearless,movie,2010,NA,126,"Action,Comedy",6.2,27399
The Oxford Murders,movie,2008,NA,104,"Crime,Mystery,Thriller",6.1,27392
Derek,tvSeries,2012,2014,23,"Comedy,Drama",8,27391
Hunters,tvSeries,2020,NA,60,"Crime,Drama,Mystery",7.2,27387
The Monster Squad,movie,1987,NA,79,"Action,Comedy,Fantasy",7.1,27385
Don't Tell Mom the Babysitter's Dead,movie,1991,NA,102,Comedy,6.3,27380
Mom,tvSeries,2013,NA,30,"Comedy,Drama,Romance",7.2,27373
The Darkest Minds,movie,2018,NA,104,"Action,Adventure,Drama",5.7,27359
Slender Man,movie,2018,NA,93,"Horror,Mystery,Thriller",3.2,27347
Halt and Catch Fire,tvSeries,2014,2017,60,Drama,8.4,27332
Singles,movie,1992,NA,99,"Comedy,Drama,Romance",6.7,27307
Mighty Joe Young,movie,1998,NA,114,"Action,Adventure,Family",5.6,27294
Look Who's Talking Now,movie,1993,NA,96,"Comedy,Family,Romance",4.4,27289
Home Again,movie,2017,NA,97,"Comedy,Drama,Romance",5.8,27258
Star Wars Rebels,tvSeries,2014,2018,22,"Action,Adventure,Animation",8,27254
His Last Vow,tvEpisode,2014,NA,89,"Crime,Drama,Mystery",9.3,27248
Money Talks,movie,1997,NA,97,"Action,Comedy,Crime",6.2,27235
This Film Is Not Yet Rated,movie,2006,NA,98,Documentary,7.5,27231
Some Kind of Wonderful,movie,1987,NA,95,"Drama,Romance",7.1,27228
Asterix at the Olympic Games,movie,2008,NA,116,"Adventure,Comedy,Family",5.2,27227
Barnyard,movie,2006,NA,90,"Adventure,Animation,Comedy",5.5,27224
Party Down,tvSeries,2009,2010,30,"Comedy,Drama",8.2,27221
Beavis and Butt-Head,tvSeries,1993,2011,15,"Animation,Comedy,Music",7.5,27208
I Killed My Mother,movie,2009,NA,96,"Drama,Romance",7.5,27199
Joyeux Noel,movie,2005,NA,116,"Drama,History,Music",7.7,27189
Dragon: The Bruce Lee Story,movie,1993,NA,120,"Action,Biography,Drama",7,27185
Confessions of a Teenage Drama Queen,movie,2004,NA,89,"Comedy,Family,Music",4.7,27165
The Lords of Salem,movie,2012,NA,101,"Horror,Thriller",5.1,27162
Rabbit-Proof Fence,movie,2002,NA,94,"Adventure,Biography,Drama",7.4,27145
Victory,movie,1981,NA,116,"Drama,Sport,War",6.7,27142
Clouds of Sils Maria,movie,2014,NA,124,Drama,6.7,27142
Knockin' on Heaven's Door,movie,1997,NA,87,"Action,Comedy,Crime",8,27132
The Texas Chainsaw Massacre 2,movie,1986,NA,101,"Comedy,Horror",5.6,27125
A Civil Action,movie,1998,NA,115,Drama,6.6,27124
Fortress,movie,1992,NA,95,"Action,Crime,Sci-Fi",5.9,27112
On Golden Pond,movie,1981,NA,109,Drama,7.6,27102
Fireworks,movie,1997,NA,103,"Crime,Drama,Romance",7.8,27086
Primary Colors,movie,1998,NA,143,"Comedy,Drama",6.6,27063
Species II,movie,1998,NA,93,"Action,Horror,Sci-Fi",4.5,27056
A Lonely Place to Die,movie,2011,NA,99,"Crime,Thriller",6.2,27055
Hercules: The Legendary Journeys,tvSeries,1995,1999,44,"Action,Adventure,Drama",6.5,27045
Friends with Money,movie,2006,NA,88,"Comedy,Drama,Romance",5.7,27036
Delhi Belly,movie,2011,NA,103,"Action,Comedy,Crime",7.6,27021
"Cripples, Bastards, and Broken Things",tvEpisode,2011,NA,56,"Action,Adventure,Drama",8.8,27016
Eli,movie,2019,NA,98,"Drama,Horror,Mystery",5.7,27011
12 Rounds,movie,2009,NA,108,"Action,Crime,Thriller",5.6,26996
The Quiet American,movie,2002,NA,101,"Drama,Romance,Thriller",7,26981
Husbands and Wives,movie,1992,NA,108,"Comedy,Drama,Romance",7.5,26971
Hard to Kill,movie,1990,NA,96,"Action,Crime,Drama",5.8,26966
Palo Alto,movie,2013,NA,100,Drama,6.2,26954
Nell,movie,1994,NA,112,Drama,6.5,26935
The Shop Around the Corner,movie,1940,NA,99,"Comedy,Drama,Romance",8.1,26930
9 to 5,movie,1980,NA,109,Comedy,6.8,26925
Hellraiser III: Hell on Earth,movie,1992,NA,97,Horror,5.5,26922
Take This Waltz,movie,2011,NA,116,"Comedy,Drama",6.5,26894
Last Day on Earth,tvEpisode,2016,NA,65,"Drama,Horror,Thriller",6.5,26891
To the Wonder,movie,2012,NA,112,"Drama,Romance",5.9,26873
Torque,movie,2004,NA,84,"Action,Comedy,Crime",4.1,26840
Heartbeats,movie,2010,NA,101,"Drama,Romance",7.1,26837
FernGully: The Last Rainforest,movie,1992,NA,76,"Adventure,Animation,Family",6.5,26830
Borg vs. McEnroe,movie,2017,NA,107,"Biography,Drama,Sport",6.9,26818
Padmaavat,movie,2018,NA,164,"Drama,History,Romance",7,26779
Roswell,tvSeries,1999,2002,42,"Drama,Mystery,Sci-Fi",7.5,26763
The Good Lie,movie,2014,NA,110,"Biography,Drama",7.4,26706
Charlie Countryman,movie,2013,NA,103,"Comedy,Drama,Romance",6.4,26698
The Replacement Killers,movie,1998,NA,87,"Action,Crime,Thriller",6.2,26692
Chicago P.D.,tvSeries,2014,NA,43,"Action,Crime,Drama",8.1,26690
Stree,movie,2018,NA,128,"Comedy,Horror",7.6,26681
Mohabbatein,movie,2000,NA,216,"Drama,Musical,Romance",7.1,26670
Badhaai Ho,movie,2018,NA,124,"Comedy,Drama,Family",8,26667
A Mighty Heart,movie,2007,NA,108,"Biography,Drama,History",6.6,26659
White Bird in a Blizzard,movie,2014,NA,91,"Drama,Mystery,Thriller",6.4,26652
Ruby & Quentin,movie,2003,NA,85,"Comedy,Crime",7.1,26649
Air America,movie,1990,NA,113,"Action,Comedy,War",5.8,26646
Now and Then,movie,1995,NA,100,"Comedy,Drama,Romance",6.8,26646
A Street Cat Named Bob,movie,2016,NA,103,"Biography,Drama,Family",7.4,26641
The Wars to Come,tvEpisode,2015,NA,53,"Action,Adventure,Drama",8.5,26638
Columbo,tvSeries,1971,2003,100,"Crime,Drama,Mystery",8.2,26634
Pollock,movie,2000,NA,122,"Biography,Drama",7,26619
I Spit on Your Grave 2,movie,2013,NA,106,"Horror,Thriller",5.7,26597
At Eternity's Gate,movie,2018,NA,111,"Biography,Drama",6.9,26593
Outland,movie,1981,NA,109,"Action,Crime,Sci-Fi",6.6,26580
The China Syndrome,movie,1979,NA,122,"Drama,Thriller",7.4,26578
Raise Your Voice,movie,2004,NA,107,"Family,Music,Musical",5.9,26577
22 July,movie,2018,NA,143,"Crime,Drama,History",6.8,26574
Serena,movie,2014,NA,109,"Drama,History,Romance",5.4,26559
Drop Dead Fred,movie,1991,NA,103,"Comedy,Drama,Fantasy",6,26558
Abominable,movie,2019,NA,97,"Adventure,Animation,Comedy",7,26544
Serial Mom,movie,1994,NA,95,"Comedy,Crime,Thriller",6.8,26517
Cronos,movie,1993,NA,94,Horror,6.7,26495
Mhysa,tvEpisode,2013,NA,63,"Action,Adventure,Drama",9.2,26476
Tangerine,movie,2015,NA,88,"Comedy,Crime,Drama",7.1,26465
Dirty Dancing: Havana Nights,movie,2004,NA,86,"Drama,Music,Romance",6,26460
Udta Punjab,movie,2016,NA,148,"Action,Crime,Drama",7.8,26457
Memphis Belle,movie,1990,NA,107,"Action,Drama,War",6.9,26451
Waiting for Guffman,movie,1996,NA,84,Comedy,7.5,26446
Win a Date with Tad Hamilton!,movie,2004,NA,96,"Comedy,Romance",5.6,26411
What the Health,movie,2017,NA,97,Documentary,7.4,26409
"Yours, Mine & Ours",movie,2005,NA,88,"Comedy,Family,Fantasy",5.5,26395
The Pointy End,tvEpisode,2011,NA,59,"Action,Adventure,Drama",9,26380
Covert Affairs,tvSeries,2010,2014,60,"Action,Crime,Drama",7.3,26373
Loser,movie,2000,NA,98,"Comedy,Romance",5.3,26361
Broadcast News,movie,1987,NA,133,"Comedy,Drama,Romance",7.2,26351
What Just Happened,movie,2008,NA,104,"Comedy,Drama",5.6,26351
Runaway Train,movie,1985,NA,111,"Action,Adventure,Drama",7.2,26350
Third Person,movie,2013,NA,137,"Drama,Romance",6.3,26350
Riding in Cars with Boys,movie,2001,NA,132,"Biography,Comedy,Drama",6.5,26347
Taxi 4,movie,2007,NA,91,"Action,Comedy,Crime",5.6,26345
Somewhere in Time,movie,1980,NA,103,"Drama,Fantasy,Romance",7.2,26329
Leaves of Grass,movie,2009,NA,105,"Comedy,Crime,Drama",6.4,26318
Sightseers,movie,2012,NA,88,"Adventure,Comedy,Crime",6.5,26313
Peaceful Warrior,movie,2006,NA,120,"Drama,Romance,Sport",7.3,26312
Dil Se..,movie,1998,NA,144,"Drama,Romance",7.6,26310
Stick It,movie,2006,NA,103,"Comedy,Drama,Sport",6.4,26243
The Woman in Black 2: Angel of Death,movie,2014,NA,98,"Drama,Horror,Thriller",4.8,26238
Virus,movie,1999,NA,99,"Action,Horror,Sci-Fi",5,26234
The Nut Job,movie,2014,NA,85,"Adventure,Animation,Comedy",5.7,26217
The Rules of the Game,movie,1939,NA,110,"Comedy,Drama",8,26213
Behzat Ç.: Bir Ankara Polisiyesi,tvSeries,2010,2019,90,"Crime,Drama,Mystery",8.7,26202
Murder in the First,movie,1995,NA,122,"Drama,Thriller",7.3,26200
Mockingbird,tvEpisode,2014,NA,51,"Action,Adventure,Drama",9.1,26188
Jesus Camp,movie,2006,NA,84,Documentary,7.4,26172
Aashiqui 2,movie,2013,NA,132,"Drama,Music,Musical",7,26171
Sophie Scholl: The Final Days,movie,2005,NA,120,"Biography,Crime,Drama",7.6,26168
Miss Pettigrew Lives for a Day,movie,2008,NA,92,"Comedy,Romance",7.1,26155
Mandela: Long Walk to Freedom,movie,2013,NA,141,"Biography,Drama,History",7.1,26149
The Lodge,movie,2019,NA,108,"Drama,Horror,Thriller",6,26137
The Strangers: Prey at Night,movie,2018,NA,85,Horror,5.2,26127
Undercover,tvSeries,2011,2016,60,"Action,Crime,Drama",8.9,26097
Reno 911!: Miami,movie,2007,NA,80,"Comedy,Crime",5.9,26094
The Mosquito Coast,movie,1986,NA,117,"Adventure,Drama,Thriller",6.6,26093
Testament of Youth,movie,2014,NA,129,"Biography,Drama,History",7.3,26092
The Resident,movie,2011,NA,91,"Drama,Horror,Mystery",5.3,26090
Blindspotting,movie,2018,NA,95,"Comedy,Crime,Drama",7.4,26086
Lupin the 3rd: Castle of Cagliostro,movie,1979,NA,100,"Adventure,Animation,Family",7.7,26085
The Boondocks,tvSeries,2005,2014,22,"Action,Animation,Comedy",8.4,26063
Color Out of Space,movie,2019,NA,111,"Horror,Mystery,Sci-Fi",6.2,26047
The Kid with a Bike,movie,2011,NA,87,Drama,7.4,26015
Max Manus,movie,2008,NA,118,"Action,Biography,Drama",7.3,26014
Keeping Up with the Kardashians,tvSeries,2006,NA,44,"Drama,Family,Reality-TV",2.8,26012
A Rainy Day in New York,movie,2019,NA,92,"Comedy,Romance",6.6,25992
Spider-Man: The Animated Series,tvSeries,1994,1998,23,"Action,Adventure,Animation",8.3,25990
Beyond Borders,movie,2003,NA,127,"Adventure,Drama,Romance",6.5,25984
Freeway,movie,1996,NA,102,"Comedy,Crime,Drama",6.8,25982
Spin City,tvSeries,1996,2002,30,Comedy,7.2,25974
But I'm a Cheerleader,movie,1999,NA,85,"Comedy,Drama,Romance",6.6,25970
Kundun,movie,1997,NA,134,"Biography,Drama,History",7,25968
Tekken,movie,2010,NA,87,"Action,Crime,Drama",4.8,25944
Pump Up the Volume,movie,1990,NA,102,"Comedy,Drama,Music",7.2,25934
Gringo,movie,2018,NA,111,"Action,Comedy,Crime",6.1,25929
Son of a Gun,movie,2014,NA,108,"Action,Crime,Drama",6.4,25924
Suicide Kings,movie,1997,NA,106,"Comedy,Crime,Drama",6.9,25908
American Vandal,tvSeries,2017,2018,34,"Comedy,Crime,Drama",8.2,25905
Your Sister's Sister,movie,2011,NA,90,"Comedy,Drama,Romance",6.7,25900
Dragon Ball Z: Battle of Gods,movie,2013,NA,85,"Action,Adventure,Animation",7.2,25890
The Thin Man,movie,1934,NA,91,"Comedy,Crime,Mystery",8,25888
The Jane Austen Book Club,movie,2007,NA,106,"Comedy,Drama,Romance",6.8,25866
Sleepaway Camp,movie,1983,NA,84,Horror,6.3,25819
Cry Wolf,movie,2005,NA,90,"Drama,Horror,Mystery",5.8,25802
Tanu Weds Manu Returns,movie,2015,NA,128,"Comedy,Drama,Romance",7.6,25795
Braven,movie,2018,NA,94,"Action,Thriller",6,25793
Broad City,tvSeries,2014,2019,22,Comedy,8.4,25790
Things to Do in Denver When You're Dead,movie,1995,NA,115,"Crime,Drama,Thriller",6.8,25784
Bugsy,movie,1991,NA,136,"Biography,Crime,Drama",6.8,25766
Good Burger,movie,1997,NA,95,"Comedy,Family",5.7,25763
Bio-Dome,movie,1996,NA,88,Comedy,4.5,25734
You Got Served,movie,2004,NA,95,"Drama,Music",3.9,25729
The Art of Self-Defense,movie,2019,NA,104,"Action,Comedy,Crime",6.7,25727
A Mighty Wind,movie,2003,NA,91,"Comedy,Music",7.2,25726
Only Yesterday,movie,1991,NA,118,"Animation,Drama,Romance",7.6,25724
Gettysburg,movie,1993,NA,271,"Drama,History,War",7.6,25720
Las Vegas,tvSeries,2003,2008,60,"Crime,Drama",7.4,25717
Joint Security Area,movie,2000,NA,110,"Action,Drama,Thriller",7.8,25713
The Lady in the Van,movie,2015,NA,104,"Biography,Comedy,Drama",6.7,25685
Table 19,movie,2017,NA,87,"Comedy,Drama,Romance",5.8,25680
The Indian in the Cupboard,movie,1995,NA,96,"Drama,Family,Fantasy",6,25666
The Magdalene Sisters,movie,2002,NA,114,Drama,7.7,25657
Mask,movie,1985,NA,120,"Biography,Drama",7.2,25653
Quantum Leap,tvSeries,1989,1993,60,"Action,Adventure,Drama",8.1,25643
Dead End,movie,2003,NA,85,"Adventure,Horror,Mystery",6.6,25639
Cutthroat Island,movie,1995,NA,124,"Action,Adventure,Comedy",5.7,25632
Lilyhammer,tvSeries,2012,2014,45,"Comedy,Crime,Drama",8,25628
Teen Titans,tvSeries,2003,2006,30,"Action,Adventure,Animation",7.8,25620
Summer Wars,movie,2009,NA,114,"Action,Adventure,Animation",7.5,25611
Thelma,movie,2017,NA,116,"Drama,Fantasy,Horror",7,25605
The Watcher,movie,2000,NA,97,"Crime,Drama,Mystery",5.3,25596
The Bad Batch,movie,2016,NA,118,"Drama,Horror,Romance",5.3,25596
Stealing Beauty,movie,1996,NA,118,"Drama,Mystery,Romance",6.6,25584
The Warlords,movie,2007,NA,126,"Action,Adventure,Drama",7,25581
Diary of a Wimpy Kid: Rodrick Rules,movie,2011,NA,100,"Comedy,Family",6.5,25581
Ned Kelly,movie,2003,NA,110,"Action,Adventure,Biography",6.5,25578
Top Five,movie,2014,NA,102,"Comedy,Romance",6.4,25562
See No Evil,movie,2006,NA,84,"Action,Horror,Thriller",5.1,25553
Dead Again,movie,1991,NA,107,"Crime,Drama,Mystery",6.9,25548
I Spit on Your Grave,movie,1978,NA,101,"Horror,Thriller",5.7,25540
UHF,movie,1989,NA,97,Comedy,7,25537
SLC Punk!,movie,1998,NA,97,"Comedy,Drama,Music",7.5,25535
Arthur,movie,1981,NA,97,"Comedy,Romance",6.9,25531
Rare Exports,movie,2010,NA,84,"Adventure,Fantasy,Horror",6.7,25529
Little Giants,movie,1994,NA,107,"Comedy,Family,Sport",6.4,25522
The North Remembers,tvEpisode,2012,NA,53,"Action,Adventure,Drama",8.8,25514
Hollywood Ending,movie,2002,NA,112,"Comedy,Romance",6.6,25512
Rollerball,movie,2002,NA,98,"Action,Sci-Fi,Sport",3.1,25484
The Next Karate Kid,movie,1994,NA,107,"Action,Drama,Family",4.4,25477
Mutant Chronicles,movie,2008,NA,111,"Action,Adventure,Mystery",5.2,25473
Dom Hemingway,movie,2013,NA,93,"Comedy,Crime,Drama",6.2,25462
I Kill Giants,movie,2017,NA,106,"Drama,Fantasy,Thriller",6.1,25462
Boomerang,movie,1992,NA,117,"Comedy,Drama,Romance",5.5,25443
"Angus, Thongs and Perfect Snogging",movie,2008,NA,100,"Comedy,Drama,Romance",6.3,25424
Valar Dohaeris,tvEpisode,2013,NA,55,"Action,Adventure,Drama",8.8,25423
Baazigar,movie,1993,NA,175,"Crime,Drama,Musical",7.7,25420
Ruthless People,movie,1986,NA,93,"Comedy,Crime",6.9,25417
Roger & Me,movie,1989,NA,91,Documentary,7.4,25413
Playing It Cool,movie,2014,NA,94,"Comedy,Romance",6,25388
Beethoven's 2nd,movie,1993,NA,89,"Comedy,Family,Romance",4.9,25377
Bad Education,movie,2019,NA,108,"Biography,Comedy,Crime",7.1,25368
The Event,tvSeries,2010,2011,43,"Crime,Drama,Mystery",7,25359
Metro,movie,1997,NA,117,"Action,Comedy,Crime",5.5,25358
"Game Over, Man!",movie,2018,NA,101,"Action,Comedy",5.4,25355
Medium,tvSeries,2005,2011,60,"Crime,Drama,Fantasy",6.9,25329
View from the Top,movie,2003,NA,87,"Comedy,Romance",5.2,25276
Kabir Singh,movie,2019,NA,173,"Crime,Drama,Romance",7.1,25245
Friday After Next,movie,2002,NA,85,"Comedy,Drama",5.8,25229
"Mystery, Alaska",movie,1999,NA,119,"Comedy,Drama,Sport",6.7,25206
Between Two Ferns: The Movie,movie,2019,NA,82,Comedy,6.1,25197
Marvin's Room,movie,1996,NA,98,Drama,6.7,25188
The Boys from Brazil,movie,1978,NA,125,"Drama,Mystery,Sci-Fi",7,25161
The Boy Who Harnessed the Wind,movie,2019,NA,113,Drama,7.6,25142
Jaane Tu... Ya Jaane Na,movie,2008,NA,155,"Comedy,Drama,Romance",7.5,25132
Department Q: The Keeper of Lost Causes,movie,2013,NA,96,"Crime,Mystery,Thriller",7.2,25130
The Warrior's Way,movie,2010,NA,100,"Action,Fantasy,Western",6.3,25123
Mr. Church,movie,2016,NA,104,"Comedy,Drama",7.6,25117
"Big Mommas: Like Father, Like Son",movie,2011,NA,107,"Action,Comedy,Crime",4.4,25112
The Family Man,tvSeries,2019,NA,45,"Action,Comedy,Drama",8.6,25092
The Taking of Deborah Logan,movie,2014,NA,90,"Horror,Mystery,Thriller",6,25064
Mystery Train,movie,1989,NA,110,"Comedy,Crime,Drama",7.6,25061
The Assassination of Richard Nixon,movie,2004,NA,95,"Biography,Crime,Drama",6.9,25060
Harper's Island,tvSeries,2009,2009,40,"Drama,Horror,Mystery",7.5,25055
Zombie,movie,1979,NA,91,Horror,6.9,25052
Bright Star,movie,2009,NA,119,"Biography,Drama,Romance",6.9,25046
Heartbreaker,movie,2010,NA,105,"Comedy,Romance",6.7,25037
Holiday: A Soldier is Never Off Duty,movie,2014,NA,160,"Action,Thriller",7.2,25028
The Rookie,movie,1990,NA,120,"Action,Crime,Drama",5.9,25016
White Boy Rick,movie,2018,NA,111,"Crime,Drama",6.4,24978
Mistress America,movie,2015,NA,84,"Comedy,Drama",6.7,24977
Cam,movie,2018,NA,94,"Horror,Mystery,Thriller",5.9,24971
The Exorcist III,movie,1990,NA,110,"Drama,Horror,Mystery",6.4,24961
The Bay,movie,2012,NA,84,"Horror,Sci-Fi,Thriller",5.6,24956
Fallen Angels,movie,1995,NA,99,"Comedy,Crime,Drama",7.7,24948
My Wife and Kids,tvSeries,2001,2005,30,"Comedy,Family",6.8,24947
Mr. Nice Guy,movie,1997,NA,101,"Action,Comedy,Crime",6.2,24940
Snow Dogs,movie,2002,NA,99,"Adventure,Comedy,Family",5.2,24917
Mighty Morphin Power Rangers: The Movie,movie,1995,NA,95,"Action,Adventure,Family",5.2,24915
The Grifters,movie,1990,NA,110,"Crime,Drama,Thriller",6.9,24892
A Love Song for Bobby Long,movie,2004,NA,119,Drama,7.1,24869
Stir Crazy,movie,1980,NA,111,"Comedy,Crime",6.8,24862
The Ricklantis Mixup,tvEpisode,2017,NA,22,"Adventure,Animation,Comedy",9.8,24853
Fire with Fire,movie,2012,NA,97,"Action,Crime,Drama",5.6,24845
Heavyweights,movie,1995,NA,100,"Comedy,Drama,Family",6.7,24837
